code_postal,population,nb_communes,code_departement,zone,exemples_communes
30170,6963,8,30,metro,Conqueyrac; Cros; Durfort-et-Saint-Martin-de-Sossenac; Fressac; ...
30190,18572,17,30,metro,Aubussargues; Boucoiran-et-Nozières; Bourdic; Brignon; ...
30200,27859,12,30,metro,Bagnols-sur-Cèze; Chusclan; Codolet; La Roque-sur-Cèze; ...
30210,16971,13,30,metro,Argilliers; Cabrières; Castillon-du-Gard; Collias; ...
30220,12389,2,30,metro,Aigues-Mortes; Saint-Laurent-d'Aigouze
30230,8869,2,30,metro,Bouillargues; Rodilhan
30240,8588,1,30,metro,Le Grau-du-Roi
30250,16103,11,30,metro,Aspères; Aubais; Aujargues; Combas; ...
30260,9702,15,30,metro,Bragassargues; Brouzet-lès-Quissac; Cannes-et-Clairan; Carnas; ...
30270,2586,1,30,metro,Saint-Jean-du-Gard
30290,9068,2,30,metro,Laudun-l'Ardoise; Saint-Victor-la-Coste
30300,25310,5,30,metro,Beaucaire; Comps; Fourques; Jonquières-Saint-Vincent; ...
30310,5788,1,30,metro,Vergèze
30320,17026,4,30,metro,Bezouce; Marguerittes; Poulx; Saint-Gervasy
30330,10041,12,30,metro,Cavillargues; Connaux; Gaujac; La Bastide-d'Engras; ...
30340,20907,8,30,metro,Les Plans; Mons; Méjannes-lès-Alès; Rousson; ...
30350,9093,15,30,metro,Aigremont; Canaules-et-Argentières; Cardet; Cassagnoles; ...
30360,7656,12,30,metro,Cruviers-Lascours; Deaux; Euzet; Martignargues; ...
30380,7310,1,30,metro,Saint-Christol-lez-Alès
30390,6733,4,30,metro,Aramon; Domazan; Estézargues; Théziers
30400,13148,1,30,metro,Villeneuve-lès-Avignon
30410,1968,2,30,metro,Meyrannes; Molières-sur-Cèze
30420,6486,1,30,metro,Calvisson
30430,4257,7,30,metro,Barjac; Méjannes-le-Clap; Rivières; Rochegude; ...
30440,2419,7,30,metro,Roquedur; Saint-Bresson; Saint-Julien-de-la-Nef; Saint-Laurent-le-Minier; ...
30450,2300,8,30,metro,Aujac; Bonnevaux; Chambon; Concoules; ...
30460,2026,6,30,metro,Colognac; Lasalle; Saint-Bonnet-de-Salendrinque; Sainte-Croix-de-Caderle; ...
30470,5705,1,30,metro,Aimargues
30480,1923,2,30,metro,Cendras; Saint-Paul-la-Coste
30490,3122,1,30,metro,Montfrin
30500,7642,8,30,metro,Allègre-les-Fumades; Courry; Potelières; Saint-Ambroix; ...
30510,4046,1,30,metro,Générac
30520,4840,1,30,metro,Saint-Martin-de-Valgalgues
30530,1568,3,30,metro,Chamborigaud; La Vernarède; Portes
30540,6297,1,30,metro,Milhaud
30560,4670,1,30,metro,Saint-Hilaire-de-Brethmas
30570,2011,2,30,metro,Saint-André-de-Majencoules; Val-d'Aigoual
30580,3446,11,30,metro,Belvézet; Bouquet; Brouzet-lès-Alès; Fons-sur-Lussan; ...
30600,13025,2,30,metro,Vauvert; Vestric-et-Candiac
30610,2651,5,30,metro,Logrian-Florian; Puechredon; Saint-Jean-de-Crieulon; Saint-Nazaire-des-Gardies; ...
30620,10418,3,30,metro,Aubord; Bernis; Uchaud
30630,3354,5,30,metro,Cornillon; Goudargues; Montclus; Saint-André-de-Roquepertuis; ...
30640,6066,1,30,metro,Beauvoisin
30650,10213,2,30,metro,Rochefort-du-Gard; Saze
30660,3659,1,30,metro,Gallargues-le-Montueux
30670,3331,1,30,metro,Aigues-Vives
30700,21778,17,30,metro,Aigaliers; Arpaillargues-et-Aureillac; Baron; Blauzac; ...
30720,2040,1,30,metro,Ribaute-les-Tavernes
30730,6837,6,30,metro,Fons; Gajan; Montpezat; Parignargues; ...
30740,2578,1,30,metro,Le Cailar
30750,903,6,30,metro,Causse-Bégon; Dourbies; Lanuéjols; Revens; ...
30760,2943,7,30,metro,Aiguèze; Issirac; Laval-Saint-Roman; Le Garn; ...
30770,1050,6,30,metro,Alzon; Arrigas; Aumessas; Blandas; ...
30800,14734,1,30,metro,Saint-Gilles
30820,4408,1,30,metro,Caveirac
30840,2597,1,30,metro,Meynes
30870,5184,2,30,metro,Clarensac; Saint-Côme-et-Maruéjols
30900,75920,1,30,metro,Nîmes
30920,2529,1,30,metro,Codognan
30940,366,1,30,metro,Saint-André-de-Valborgne
30960,4632,4,30,metro,Le Martinet; Les Mages; Saint-Florent-sur-Auzonnet; Saint-Jean-de-Valériscle
30980,3387,2,30,metro,Langlade; Saint-Dionisy
31000,85803,1,31,metro,Toulouse
31100,85803,1,31,metro,Toulouse
31110,5061,31,31,metro,Antignac; Artigue; Bagnères-de-Luchon; Benque-Dessous-et-Dessus; ...
31120,25181,6,31,metro,Goyrans; Lacroix-Falgarde; Pinsaguel; Portet-sur-Garonne; ...
31130,27070,4,31,metro,Balma; Flourens; Pin-Balma; Quint-Fonsegrives
31140,38948,7,31,metro,Aucamville; Fonbeauzard; Launaguet; Montberon; ...
31150,23341,5,31,metro,Bruguières; Fenouillet; Gagnac-sur-Garonne; Gratentour; ...
31160,6221,26,31,metro,Arbas; Arbon; Arguenos; Aspet; ...
31170,30168,1,31,metro,Tournefeuille
31180,12425,4,31,metro,Castelmaurou; Lapeyrouse-Fossat; Rouffiac-Tolosan; Saint-Geniès-Bellevue
31190,19133,13,31,metro,Auragne; Auribail; Auterive; Caujac; ...
31200,85803,1,31,metro,Toulouse
31210,9660,14,31,metro,Ardiège; Ausson; Bordes-de-Rivière; Clarac; ...
31220,12308,16,31,metro,Cazères; Couladère; Lavelanet-de-Comminges; Le Plan; ...
31230,4507,24,31,metro,Agassac; Ambax; Anan; Boissède; ...
31240,23899,2,31,metro,L'Union; Saint-Jean
31250,10154,2,31,metro,Revel; Vaudreuille
31260,6872,18,31,metro,Ausseing; Belbèze-en-Comminges; Cassagne; Castagnède; ...
31270,41511,3,31,metro,Cugnaux; Frouzins; Villeneuve-Tolosane
31280,5838,3,31,metro,Aigrefeuille; Drémil-Lafage; Mons
31290,14510,20,31,metro,Avignonet-Lauragais; Beauteville; Cessales; Folcarde; ...
31300,85803,1,31,metro,Toulouse
31310,8522,16,31,metro,Bax; Canens; Castagnac; Gensac-sur-Garonne; ...
31320,27532,9,31,metro,Aureville; Auzeville-Tolosane; Castanet-Tolosan; Mervilla; ...
31330,21643,7,31,metro,Grenade; Larra; Launac; Le Burgaud; ...
31340,13101,8,31,metro,Bondigoux; La Magdelaine-sur-Tarn; Layrac-sur-Tarn; Le Born; ...
31350,4736,22,31,metro,Blajan; Boulogne-sur-Gesse; Cardeilhac; Castéra-Vignoles; ...
31360,6015,14,31,metro,Arnaud-Guilhem; Auzas; Beauchalot; Boussens; ...
31370,10837,16,31,metro,Beaufort; Bérat; Forgues; Labastide-Clermont; ...
31380,15055,12,31,metro,Azas; Bazus; Garidech; Gragnague; ...
31390,9725,7,31,metro,Bois-de-la-Pierre; Carbonne; Lacaugne; Lafitte-Vigordane; ...
31400,85803,1,31,metro,Toulouse
31410,19674,10,31,metro,Capens; Lavernose-Lacasse; Le Fauga; Longages; ...
31420,4301,19,31,metro,Alan; Aulon; Aurignac; Bachas; ...
31430,5709,14,31,metro,Castelnau-Picampeau; Casties-Labrande; Fustignac; Gratens; ...
31440,3302,21,31,metro,Argut-Dessous; Arlos; Bachos; Baren; ...
31450,24600,20,31,metro,Ayguesvives; Baziège; Belberaud; Belbèze-de-Lauragais; ...
31460,7991,19,31,metro,Albiac; Auriac-sur-Vendinelle; Beauville; Cambiac; ...
31470,34626,10,31,metro,Bonrepos-sur-Aussonnelle; Bragayrac; Cambernard; Empeaux; ...
31480,4736,14,31,metro,Bellesserre; Brignemont; Cabanac-Séguenville; Cadours; ...
31490,12982,2,31,metro,Brax; Léguevin
31500,85803,1,31,metro,Toulouse
31510,3578,19,31,metro,Antichan-de-Frontignes; Bagiry; Barbazan; Cier-de-Rivière; ...
31520,15158,1,31,metro,Ramonville-Saint-Agne
31530,11929,11,31,metro,Bellegarde-Sainte-Marie; Bretx; Lasserre-Pradère; Le Castéra; ...
31540,3433,11,31,metro,Bélesta-en-Lauragais; Falga; Juzes; Maurens; ...
31550,4719,4,31,metro,Aignes; Cintegabelle; Gaillac-Toulza; Marliac
31560,9522,8,31,metro,Caignac; Calmont; Gibel; Monestrol; ...
31570,9057,8,31,metro,Aurin; Bourg-Saint-Bernard; Lanta; Préserville; ...
31580,2143,9,31,metro,Balesta; Boudrac; Cazaril-Tambourès; Larroque; ...
31590,6286,6,31,metro,Bonrepos-Riquet; Gauré; Lavalette; Saint-Marcel-Paulel; ...
31600,55733,8,31,metro,Eaunes; Labastidette; Lamasquère; Lherm; ...
31620,27170,9,31,metro,Bouloc; Castelnau-d'Estrétefonds; Cépet; Fronton; ...
31650,17863,3,31,metro,Auzielle; Lauzerville; Saint-Orens-de-Gameville
31660,7273,2,31,metro,Bessières; Buzet-sur-Tarn
31670,4392,1,31,metro,Labège
31700,53998,5,31,metro,Beauzelle; Blagnac; Cornebarrieu; Daux; ...
31750,6924,1,31,metro,Escalquens
31770,40882,1,31,metro,Colomiers
31780,11271,1,31,metro,Castelginest
31790,10905,2,31,metro,Saint-Jory; Saint-Sauveur
31800,22600,21,31,metro,Aspret-Sarrat; Estancarbon; Labarthe-Inard; Labarthe-Rivière; ...
31810,6886,3,31,metro,Clermont-le-Fort; Venerque; Vernet
31820,8977,1,31,metro,Pibrac
31830,21079,1,31,metro,Plaisance-du-Touch
31840,11353,2,31,metro,Aussonne; Seilh
31850,5966,3,31,metro,Beaupuy; Mondouzil; Montrabé
31860,12196,3,31,metro,Labarthe-sur-Lèze; Pins-Justaret; Villate
31870,4950,2,31,metro,Beaumont-sur-Lèze; Lagardelle-sur-Lèze
31880,8511,1,31,metro,La Salvetat-Saint-Gilles
32000,22428,1,32,metro,Auch
32100,8622,11,32,metro,Beaumont; Blaziert; Béraut; Cassaigne; ...
32110,5425,16,32,metro,Arblade-le-Haut; Bétous; Caupenne-d'Armagnac; Cravencères; ...
32120,5337,18,32,metro,Augnax; Avensac; Bajonnette; Homps; ...
32130,5199,13,32,metro,Bézéril; Cazaux-Savès; Labastide-Savès; Lahas; ...
32140,3809,16,32,metro,Arrouède; Aussos; Bellegarde; Bézues-Bajon; ...
32150,2175,4,32,metro,Cazaubon; Larée; Marguestau; Monclar
32160,3724,10,32,metro,Beaumarchés; Couloumé-Mondebat; Galiax; Jû-Belloc; ...
32170,3464,17,32,metro,Aux-Aussat; Barcugnan; Bazugues; Castex; ...
32190,6987,19,32,metro,Bascous; Belmont; Caillavet; Callian; ...
32200,5452,11,32,metro,Catonvielle; Escornebœuf; Gimont; Giscaro; ...
32220,4429,17,32,metro,Cadeillan; Espaon; Garravet; Gaujac; ...
32230,3218,22,32,metro,Armentieux; Armous-et-Cau; Blousson-Sérian; Cazaux-Villecomtal; ...
32240,2451,10,32,metro,Castex-d'Armagnac; Estang; Lannemaignan; Lias-d'Armagnac; ...
32250,2025,3,32,metro,Castelnau d'Auzan Labarrère; Fourcès; Montréal
32260,2495,11,32,metro,Durban; Labarthe; Lamaguère; Moncorneil-Grazan; ...
32270,3113,9,32,metro,Ansan; Aubiet; Blanquefort; Crastes; ...
32290,2024,10,32,metro,Aignan; Avéron-Bergelle; Bouzon-Gellenave; Castelnavet; ...
32300,8936,31,32,metro,Aujan-Mournède; Bars; Belloc-Saint-Clamens; Berdoues; ...
32310,2308,7,32,metro,Bezolles; Lagardère; Maignaut-Tauzia; Mansencôme; ...
32320,1609,8,32,metro,Bassoues; Bazian; Castelnau-d'Anglès; Montesquiou; ...
32330,2747,5,32,metro,Courrensan; Gondrin; Lagraulet-du-Gers; Lauraët; ...
32340,1549,7,32,metro,Castet-Arrouy; Flamarens; Gimbrède; Miradoux; ...
32350,2365,6,32,metro,Barran; Biran; Le Brouilh-Monbert; Mirannes; ...
32360,2255,7,32,metro,Antras; Castillon-Massas; Jegun; Lavardens; ...
32370,1557,5,32,metro,Bourrouillan; Espas; Manciet; Sainte-Christie-d'Armagnac; ...
32380,2803,14,32,metro,Avezan; Bivès; Cadeilhan; Castéron; ...
32390,2582,10,32,metro,Gavarret-sur-Aulouste; Miramont-Latour; Mirepoix; Montestruc-sur-Gers; ...
32400,6113,23,32,metro,Aurensan; Bernède; Cahuzac-sur-Adour; Caumont; ...
32410,1921,6,32,metro,Ayguetinte; Beaucaire; Bonas; Castéra-Verduzan; ...
32420,1890,10,32,metro,Betcave-Aguin; Cap d'Astarac; Gaujan; Meilhan; ...
32430,3244,10,32,metro,Ardizas; Cologne; Encausse; Roquelaure-Saint-Aubin; ...
32440,594,1,32,metro,Castelnau d'Auzan Labarrère
32450,2860,12,32,metro,Aurimont; Boulaur; Bédéchan; Castelnau-Barbarens; ...
32460,1306,2,32,metro,Le Houga; Perchède
32480,1397,7,32,metro,Berrac; Gazaupouy; La Romieu; Larroque-Engalin; ...
32490,1822,4,32,metro,Castillon-Savès; Frégouville; Marestaing; Monferran-Savès
32500,8909,12,32,metro,Brugnens; Castelnau-d'Arbieu; Céran; Fleurance; ...
32550,5897,9,32,metro,Auterive; Boucagnères; Haulies; Lasseube-Propre; ...
32600,15753,10,32,metro,Auradé; Beaupuy; Clermont-Savès; Endoufielle; ...
32700,6275,11,32,metro,Castéra-Lectourois; Lagarde; Lectoure; Marsolan; ...
32720,1904,4,32,metro,Arblade-le-Bas; Barcelonne-du-Gers; Gée-Rivière; Vergoignan
32730,1800,6,32,metro,Beccas; Betplan; Haget; Malabat; ...
32800,5631,8,32,metro,Ayzieu; Bretagne-d'Armagnac; Campagne-d'Armagnac; Cazeneuve; ...
32810,4242,7,32,metro,Castin; Duran; Lahitte; Leboulin; ...
33000,53598,1,33,metro,Bordeaux
33100,53598,1,33,metro,Bordeaux
33110,25081,1,33,metro,Le Bouscat
33112,4914,1,33,metro,Saint-Laurent-Médoc
33113,2760,5,33,metro,Bourideys; Cazalis; Origne; Saint-Léger-de-Balson; ...
33114,5806,1,33,metro,Le Barp
33115,13783,1,33,metro,La Teste-de-Buch
33120,11092,1,33,metro,Arcachon
33121,2415,1,33,metro,Carcans
33123,1408,1,33,metro,Le Verdon-sur-Mer
33124,3423,7,33,metro,Aillas; Auros; Berthez; Brannens; ...
33125,3760,4,33,metro,Hostens; Le Tuzan; Louchats; Saint-Magne
33126,2240,4,33,metro,Fronsac; La Rivière; Saint-Aignan; Saint-Michel-de-Fronsac
33127,17672,2,33,metro,Martignas-sur-Jalle; Saint-Jean-d'Illac
33130,31831,1,33,metro,Bègles
33133,3144,1,33,metro,Galgon
33138,7337,1,33,metro,Lanton
33140,49454,2,33,metro,Cadaujac; Villenave-d'Ornon
33141,1694,2,33,metro,Saillans; Villegouge
33150,26834,1,33,metro,Cenon
33160,41939,3,33,metro,Saint-Aubin-de-Médoc; Saint-Médard-en-Jalles; Salaunes
33170,26952,1,33,metro,Gradignan
33180,3682,3,33,metro,Saint-Estèphe; Saint-Seurin-de-Cadourne; Vertheuil
33185,11392,1,33,metro,Le Haillan
33190,15433,28,33,metro,Bagas; Barie; Bassanne; Blaignac; ...
33200,53598,1,33,metro,Bordeaux
33210,25462,16,33,metro,Bieujac; Bommes; Castets et Castillon; Coimères; ...
33220,15400,16,24;33,metro,Caplong; Eynesse; Fougueyrolles; La Roquille; ...
33230,23536,12,33,metro,Abzac; Bayas; Chamadelle; Coutras; ...
33240,38470,19,33,metro,Asques; Cadillac-en-Fronsadais; Cubzac-les-Ponts; Gauriaguet; ...
33250,9373,4,33,metro,Cissac-Médoc; Pauillac; Saint-Julien-Beychevelle; Saint-Sauveur
33260,13783,1,33,metro,La Teste-de-Buch
33270,22104,2,33,metro,Bouliac; Floirac
33290,40757,4,33,metro,Blanquefort; Le Pian-Médoc; Ludon-Médoc; Parempuyre
33300,53598,1,33,metro,Bordeaux
33310,25769,1,33,metro,Lormont
33320,35898,2,33,metro,Eysines; Le Taillan-Médoc
33330,4513,8,33,metro,Saint-Christophe-des-Bardes; Saint-Hippolyte; Saint-Laurent-des-Combes; Saint-Pey-d'Armens; ...
33340,14895,12,33,metro,Blaignan-Prignac; Bégadan; Civrac-en-Médoc; Couquèques; ...
33350,14159,20,33,metro,Belvès-de-Castillon; Bossugan; Castillon-la-Bataille; Civrac-sur-Dordogne; ...
33360,16537,6,33,metro,Camblanes-et-Meynac; Carignan-de-Bordeaux; Cénac; Latresne; ...
33370,28785,8,33,metro,Artigues-près-Bordeaux; Bonnetan; Fargues-Saint-Hilaire; Loupes; ...
33380,29170,3,33,metro,Biganos; Marcheprime; Mios
33390,17388,15,33,metro,Anglade; Berson; Blaye; Campugnan; ...
33400,46338,1,33,metro,Talence
33410,9607,12,33,metro,Béguey; Cadillac-sur-Garonne; Cardan; Donzac; ...
33420,11552,18,33,metro,Branne; Cabara; Camiac-et-Saint-Denis; Daignac; ...
33430,10066,13,33,metro,Aubiac; Bazas; Bernos-Beaulac; Birac; ...
33440,20762,3,33,metro,Ambarès-et-Lagrave; Saint-Louis-de-Montferrand; Saint-Vincent-de-Paul
33450,24910,4,33,metro,Izon; Montussan; Saint-Loubès; Saint-Sulpice-et-Cameyrac
33460,18041,8,33,metro,Arcins; Arsac; Cussac-Fort-Médoc; Labarde; ...
33470,31333,2,33,metro,Gujan-Mestras; Le Teich
33480,16813,6,33,metro,Avensan; Brach; Castelnau-de-Médoc; Listrac-Médoc; ...
33490,10167,12,33,metro,Caudrot; Le Pian-sur-Garonne; Saint-André-du-Bois; Saint-Germain-de-Grave; ...
33500,29823,6,33,metro,Arveyres; Lalande-de-Pomerol; Les Billaux; Libourne; ...
33510,12710,1,33,metro,Andernos-les-Bains
33520,20020,1,33,metro,Bruges
33530,8435,1,33,metro,Bassens
33540,6274,19,33,metro,Blasimon; Castelmoron-d'Albret; Castelviel; Caumont; ...
33550,7914,8,33,metro,Capian; Haux; Langoiran; Le Tourne; ...
33560,13246,2,33,metro,Carbon-Blanc; Sainte-Eulalie
33570,5844,8,33,metro,Francs; Les Artigues-de-Lussac; Lussac; Montagne; ...
33580,4714,13,33,metro,Cours-de-Monségur; Coutures; Dieulivol; Le Puy; ...
33590,6357,5,33,metro,Grayan-et-l'Hôpital; Jau-Dignac-et-Loirac; Saint-Vivien-de-Médoc; Talais; ...
33600,67339,1,33,metro,Pessac
33610,22422,2,33,metro,Canéjan; Cestas
33620,14601,9,33,metro,Cavignac; Cubnezais; Cézac; Lapouyade; ...
33640,11085,6,33,metro,Arbanats; Ayguemorte-les-Graves; Beautiran; Castres-Gironde; ...
33650,22982,7,33,metro,Cabanac-et-Villagrains; La Brède; Martillac; Saint-Morillon; ...
33660,6454,7,33,metro,Camps-sur-l'Isle; Gours; Porchères; Puynormand; ...
33670,13892,9,33,metro,Blésignac; Créon; Cursan; La Sauve; ...
33680,10406,4,33,metro,Lacanau; Le Porge; Le Temple; Saumos
33690,3111,10,33,metro,Cauvignac; Cours-les-Bains; Grignols; Labescau; ...
33700,78090,1,33,metro,Mérignac
33710,13992,15,33,metro,Bayon-sur-Gironde; Bourg; Comps; Gauriac; ...
33720,14458,9,33,metro,Barsac; Budos; Cérons; Guillos; ...
33730,5149,6,33,metro,Balizac; Noaillan; Pompéjac; Préchac; ...
33740,6482,1,33,metro,Arès
33750,11838,8,33,metro,Baron; Beychac-et-Caillau; Cadarsac; Camarsac; ...
33760,7414,17,33,metro,Baigneaux; Bellebat; Bellefond; Cessac; ...
33770,8208,1,33,metro,Salles
33780,3100,1,33,metro,Soulac-sur-Mer
33790,2088,8,33,metro,Auriolles; Cazaugitat; Landerrouat; Listrac-de-Durèze; ...
33800,53598,1,33,metro,Bordeaux
33810,3313,1,33,metro,Ambès
33820,8848,7,33,metro,Braud-et-Saint-Louis; Pleine-Selve; Saint-Aubin-de-Blaye; Saint-Ciers-sur-Gironde; ...
33830,7483,2,33,metro,Belin-Béliet; Lugos
33840,2940,8,33,metro,Captieux; Escaudes; Giscos; Goualade; ...
33850,10670,1,33,metro,Léognan
33860,3450,3,33,metro,Donnezac; Reignac; Val-de-Livenne
33870,4615,1,33,metro,Vayres
33880,6254,3,33,metro,Baurech; Cambes; Saint-Caprais-de-Bordeaux
33890,1425,4,33,metro,Coubeyrac; Gensac; Juillac; Pessac-sur-Dordogne
33910,11685,7,33,metro,Bonzac; Sablons; Saint-Ciers-d'Abzac; Saint-Denis-de-Pile; ...
33920,11224,8,33,metro,Civrac-de-Blaye; Générac; Saint-Christoly-de-Blaye; Saint-Girons-d'Aiguevives; ...
33930,2838,1,33,metro,Vendays-Montalivet
33950,3954,1,33,metro,Lège-Cap-Ferret
33970,3954,1,33,metro,Lège-Cap-Ferret
33980,9596,1,33,metro,Audenge
33990,5152,2,33,metro,Hourtin; Naujac-sur-Mer
34000,77560,1,34,metro,Montpellier
34070,77560,1,34,metro,Montpellier
34080,77560,1,34,metro,Montpellier
34090,77560,1,34,metro,Montpellier
34110,30865,3,34,metro,Frontignan; Mireval; Vic-la-Gardiole
34120,14659,6,34,metro,Castelnau-de-Guers; Cazouls-d'Hérault; Lézignan-la-Cèbe; Nézignan-l'Évêque; ...
34130,31623,6,34,metro,Candillargues; Lansargues; Mauguio; Mudaison; ...
34140,16439,3,34,metro,Bouzigues; Loupian; Mèze
34150,14860,9,34,metro,Aniane; Arboras; Gignac; La Boissière; ...
34160,28202,16,34,metro,Beaulieu; Boisseron; Buzignargues; Campagne; ...
34170,26058,1,34,metro,Castelnau-le-Lez
34190,11050,12,34,metro,Agonès; Brissac; Cazilhac; Ferrières-les-Verreries; ...
34200,45337,1,34,metro,Sète
34210,6465,15,34,metro,Agel; Aigne; Aigues-Vives; Azillanet; ...
34220,3328,7,34,metro,Boisset; Courniou; Rieussec; Riols; ...
34230,19628,16,34,metro,Adissan; Aumelas; Bélarga; Campagnan; ...
34240,2707,2,34,metro,Combes; Lamalou-les-Bains
34250,6133,1,34,metro,Palavas-les-Flots
34260,4510,7,34,metro,Avène; Camplong; Ceilhes-et-Rocozels; Graissessac; ...
34270,14269,12,34,metro,Cazevieille; Claret; Fontanès; Lauret; ...
34280,8440,1,34,metro,La Grande-Motte
34290,19284,9,34,metro,Abeilhan; Alignan-du-Vent; Bassan; Coulobres; ...
34300,29939,1,34,metro,Agde
34310,11309,7,34,metro,Capestang; Cruzy; Montady; Montels; ...
34320,7199,10,34,metro,Fontès; Fos; Gabian; Margon; ...
34330,1616,4,34,metro,Cambon-et-Salvergues; Fraisse-sur-Agout; La Salvetat-sur-Agout; Le Soulié
34340,8414,1,34,metro,Marseillan
34350,7048,2,34,metro,Valras-Plage; Vendres
34360,4397,11,34,metro,Assignan; Babeau-Bouldoux; Berlou; Cébazan; ...
34370,13981,4,34,metro,Cazouls-lès-Béziers; Creissan; Maraussan; Maureilhan
34380,7139,10,34,metro,Argelliers; Causse-de-la-Selle; Mas-de-Londres; Notre-Dame-de-Londres; ...
34390,3396,9,34,metro,Colombières-sur-Orb; Mons; Olargues; Prémian; ...
34400,41010,8,34,metro,Entre-Vignes; Lunel; Lunel-Viel; Saint-Just; ...
34410,14196,2,34,metro,Sauvian; Sérignan
34420,8283,3,34,metro,Cers; Portiragnes; Villeneuve-lès-Béziers
34430,13328,1,34,metro,Saint-Jean-de-Védas
34440,6938,2,34,metro,Colombiers; Nissan-lez-Enserune
34450,5952,1,34,metro,Vias
34460,3693,3,34,metro,Cazedarnes; Cessenon-sur-Orb; Roquebrun
34470,9615,1,34,metro,Pérols
34480,12498,9,34,metro,Autignac; Cabrerolles; Fouzilhon; Laurens; ...
34490,12535,7,34,metro,Causses-et-Veyran; Corneilhan; Lignan-sur-Orb; Murviel-lès-Béziers; ...
34500,83795,2,34,metro,Béziers; Villeneuve-lès-Béziers
34510,5254,1,34,metro,Florensac
34520,1227,9,34,metro,La Vacquerie-et-Saint-Martin-de-Castries; Le Caylar; Le Cros; Les Rives; ...
34530,5013,2,34,metro,Aumes; Montagnac
34540,9876,2,34,metro,Balaruc-le-Vieux; Balaruc-les-Bains
34550,5838,1,34,metro,Bessan
34560,13646,3,34,metro,Montbazin; Poussan; Villeveyrac
34570,20899,6,34,metro,Montarnaud; Murviel-lès-Montpellier; Pignan; Saint-Paul-et-Valmalle; ...
34590,6988,1,34,metro,Marsillargues
34600,11216,11,34,metro,Bédarieux; Carlencas-et-Levas; Caussiniojouls; Faugères; ...
34610,1564,4,34,metro,Castanet-le-Haut; Rosis; Saint-Geniès-de-Varensal; Saint-Gervais-sur-Mare
34620,3078,1,34,metro,Puisserguier
34630,3132,1,34,metro,Saint-Thibéry
34650,1381,5,34,metro,Brenas; Joncels; Lunas-les-Châteaux; Romiguières; ...
34660,10975,2,34,metro,Cournonsec; Cournonterral
34670,11452,2,34,metro,Baillargues; Saint-Brès
34680,5676,1,34,metro,Saint-Georges-d'Orques
34690,7447,1,34,metro,Fabrègues
34700,13374,17,34,metro,Celles; Fozières; Lauroux; Lavalette; ...
34710,3414,1,34,metro,Lespignan
34720,2718,1,34,metro,Caux
34725,8722,5,34,metro,Jonquières; Saint-André-de-Sangonis; Saint-Félix-de-Lodez; Saint-Guiraud; ...
34730,6959,2,34,metro,Prades-le-Lez; Saint-Vincent-de-Barbeyrargues
34740,7262,1,34,metro,Vendargues
34750,10872,1,34,metro,Villeneuve-lès-Maguelone
34760,3619,1,34,metro,Boujan-sur-Libron
34770,6639,1,34,metro,Gigean
34790,9092,1,34,metro,Grabels
34800,22492,17,34,metro,Aspiran; Brignac; Cabrières; Canet; ...
34810,2299,1,34,metro,Pomérols
34820,6694,3,34,metro,Assas; Guzargues; Teyran
34830,12930,2,34,metro,Clapiers; Jacou
34850,2049,1,34,metro,Pinet
34880,3302,1,34,metro,Lavérune
34920,9226,1,34,metro,Le Crès
34970,17351,1,34,metro,Lattes
34980,22179,5,34,metro,Combaillaux; Montferrier-sur-Lez; Murles; Saint-Clément-de-Rivière; ...
34990,14055,1,34,metro,Juvignac
35000,76963,1,35,metro,Rennes
35111,2907,2,35,metro,La Fresnais; Lillemer
35113,2491,1,35,metro,Domagné
35114,975,1,35,metro,Saint-Benoît-des-Ondes
35120,18964,12,35,metro,Baguer-Morvan; Baguer-Pican; Broualan; Cherrueix; ...
35130,9275,9,35,metro,Arbrissel; Availles-sur-Seiche; Drouges; La Guerche-de-Bretagne; ...
35131,13125,2,35,metro,Chartres-de-Bretagne; Pont-Péan
35132,6471,1,35,metro,Vezin-le-Coquet
35133,22888,15,35,metro,Beaucé; Billé; Javené; La Chapelle-Fleurigné; ...
35134,2662,3,35,metro,Coësmes; Sainte-Colombe; Thourie
35135,10670,1,35,metro,Chantepie
35136,13800,1,35,metro,Saint-Jacques-de-la-Lande
35137,8567,3,35,metro,Bédée; La Nouaye; Pleumeleuc
35140,14082,8,35,metro,Gosné; La Chapelle-Saint-Aubert; Mézières-sur-Couesnon; Rives-du-Couesnon; ...
35150,20252,8,35,metro,Amanlis; Boistrudan; Brie; Chanteloup; ...
35160,15811,5,35,metro,Breteil; Le Verger; Monterfil; Montfort-sur-Meu; ...
35170,19683,1,35,metro,Bruz
35190,15364,13,35,metro,Bécherel; Cardroc; La Baussaine; La Chapelle-aux-Filtzméens; ...
35200,76963,1,35,metro,Rennes
35210,5448,8,35,metro,Châtillon-en-Vendelais; Combourtillé; Luitré-Dompierre; Montautour; ...
35220,11953,4,35,metro,Châteaubourg; Marpiré; Saint-Didier; Saint-Jean-sur-Vilaine
35230,24979,5,35,metro,Bourgbarré; Noyal-Châtillon-sur-Seiche; Orgères; Saint-Armel; ...
35235,8667,1,35,metro,Thorigné-Fouillard
35240,7314,3,35,metro,Le Theil-de-Bretagne; Marcillé-Robert; Retiers
35250,15601,9,35,metro,Andouillé-Neuville; Aubigné; Chasné-sur-Illet; Chevaigné; ...
35260,5672,1,35,metro,Cancale
35270,11873,8,35,metro,Bonnemain; Combourg; Cuguen; Lanrigan; ...
