code_insee,nom_commune,code_postal,code_departement,nom_departement,code_region,nom_region,zone,population_commune,nb_codes_postaux,population_attribuee
01001,L'Abergement-Clémenciat,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,860,1,860
01002,L'Abergement-de-Varey,01640,01,Ain,84,Auvergne-Rhône-Alpes,metro,270,1,270
01004,Ambérieu-en-Bugey,01500,01,Ain,84,Auvergne-Rhône-Alpes,metro,15934,1,15934
01005,Ambérieux-en-Dombes,01330,01,Ain,84,Auvergne-Rhône-Alpes,metro,1906,1,1906
01006,Ambléon,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,115,1,115
01007,Ambronay,01500,01,Ain,84,Auvergne-Rhône-Alpes,metro,2841,1,2841
01008,Ambutrix,01500,01,Ain,84,Auvergne-Rhône-Alpes,metro,760,1,760
01009,Andert-et-Condon,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,348,1,348
01010,Anglefort,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,1174,1,1174
01011,Apremont,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,415,1,415
01012,Aranc,01110,01,Ain,84,Auvergne-Rhône-Alpes,metro,331,1,331
01013,Arandas,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,138,1,138
01014,Arbent,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,3555,1,3555
01015,Arboys en Bugey,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,710,1,710
01016,Arbigny,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,462,1,462
01017,Argis,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,419,1,419
01019,Armix,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,25,1,25
01021,Ars-sur-Formans,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,1528,1,1528
01022,Artemare,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,1139,1,1139
01023,Asnières-sur-Saône,01570,01,Ain,84,Auvergne-Rhône-Alpes,metro,78,1,78
01024,Attignat,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,3409,1,3409
01025,Bâgé-Dommartin,01380,01,Ain,84,Auvergne-Rhône-Alpes,metro,4050,1,4050
01026,Bâgé-le-Châtel,01380,01,Ain,84,Auvergne-Rhône-Alpes,metro,971,1,971
01027,Balan,01360,01,Ain,84,Auvergne-Rhône-Alpes,metro,3077,1,3077
01028,Baneins,01990,01,Ain,84,Auvergne-Rhône-Alpes,metro,621,1,621
01029,Beaupont,01270,01,Ain,84,Auvergne-Rhône-Alpes,metro,734,1,734
01030,Beauregard,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,872,1,872
01031,Bellignat,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,3525,1,3525
01032,Béligneux,01360,01,Ain,84,Auvergne-Rhône-Alpes,metro,3535,1,3535
01033,Valserhône,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,16712,1,16712
01034,Belley,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,9388,1,9388
01035,Belleydoux,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,306,1,306
01036,Valromey-sur-Séran,01260,01,Ain,84,Auvergne-Rhône-Alpes,metro,1351,1,1351
01037,Bénonces,01470,01,Ain,84,Auvergne-Rhône-Alpes,metro,311,1,311
01038,Bény,01370,01,Ain,84,Auvergne-Rhône-Alpes,metro,777,1,777
01040,Béréziat,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,475,1,475
01041,Bettant,01500,01,Ain,84,Auvergne-Rhône-Alpes,metro,774,1,774
01042,Bey,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,286,1,286
01043,Beynost,01700,01,Ain,84,Auvergne-Rhône-Alpes,metro,5198,1,5198
01044,Billiat,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,713,1,713
01045,Birieux,01330,01,Ain,84,Auvergne-Rhône-Alpes,metro,275,1,275
01046,Biziat,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,889,1,889
01047,Blyes,01150,01,Ain,84,Auvergne-Rhône-Alpes,metro,1401,1,1401
01049,La Boisse,01120,01,Ain,84,Auvergne-Rhône-Alpes,metro,3449,1,3449
01050,Boissey,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,396,2,198
01050,Boissey,01380,01,Ain,84,Auvergne-Rhône-Alpes,metro,396,2,198
01051,Bolozon,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,103,1,103
01052,Bouligneux,01330,01,Ain,84,Auvergne-Rhône-Alpes,metro,318,1,318
01053,Bourg-en-Bresse,01000,01,Ain,84,Auvergne-Rhône-Alpes,metro,42372,1,42372
01054,Bourg-Saint-Christophe,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,1562,1,1562
01056,Boyeux-Saint-Jérôme,01640,01,Ain,84,Auvergne-Rhône-Alpes,metro,367,1,367
01057,Boz,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,513,1,513
01058,Brégnier-Cordon,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,804,1,804
01060,Brénod,01110,01,Ain,84,Auvergne-Rhône-Alpes,metro,576,1,576
01061,Brens,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,1123,1,1123
01062,Bressolles,01360,01,Ain,84,Auvergne-Rhône-Alpes,metro,1028,1,1028
01063,Brion,01460,01,Ain,84,Auvergne-Rhône-Alpes,metro,592,1,592
01064,Briord,01470,01,Ain,84,Auvergne-Rhône-Alpes,metro,1119,1,1119
01065,Buellas,01310,01,Ain,84,Auvergne-Rhône-Alpes,metro,1899,1,1899
01066,La Burbanche,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,98,1,98
01067,Ceignes,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,257,1,257
01068,Cerdon,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,747,1,747
01069,Certines,01240,01,Ain,84,Auvergne-Rhône-Alpes,metro,1531,1,1531
01071,Cessy,01170,01,Ain,84,Auvergne-Rhône-Alpes,metro,5832,1,5832
01072,Ceyzériat,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,3328,1,3328
01073,Ceyzérieu,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,1064,1,1064
01074,Chalamont,01320,01,Ain,84,Auvergne-Rhône-Alpes,metro,2533,1,2533
01075,Chaleins,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,1505,1,1505
01076,Chaley,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,129,1,129
01077,Challes-la-Montagne,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,184,1,184
01078,Challex,01630,01,Ain,84,Auvergne-Rhône-Alpes,metro,1632,1,1632
01079,Champagne-en-Valromey,01260,01,Ain,84,Auvergne-Rhône-Alpes,metro,831,1,831
01080,Champdor-Corcelles,01110,01,Ain,84,Auvergne-Rhône-Alpes,metro,665,1,665
01081,Champfromier,01410,01,Ain,84,Auvergne-Rhône-Alpes,metro,725,1,725
01082,Chanay,01420,01,Ain,84,Auvergne-Rhône-Alpes,metro,574,1,574
01083,Chaneins,01990,01,Ain,84,Auvergne-Rhône-Alpes,metro,1046,1,1046
01084,Chanoz-Châtenay,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,989,1,989
01085,La Chapelle-du-Châtelard,01240,01,Ain,84,Auvergne-Rhône-Alpes,metro,388,1,388
01087,Charix,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,280,1,280
01088,Charnoz-sur-Ain,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,951,1,951
01089,Château-Gaillard,01500,01,Ain,84,Auvergne-Rhône-Alpes,metro,2443,1,2443
01090,Châtenay,01320,01,Ain,84,Auvergne-Rhône-Alpes,metro,373,1,373
01092,Châtillon-la-Palud,01320,01,Ain,84,Auvergne-Rhône-Alpes,metro,1698,1,1698
01093,Châtillon-sur-Chalaronne,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,5250,1,5250
01094,Chavannes-sur-Reyssouze,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,726,1,726
01095,Nivigne et Suran,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,820,1,820
01096,Chaveyriat,01660,01,Ain,84,Auvergne-Rhône-Alpes,metro,1078,1,1078
01098,Chazey-Bons,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,1142,2,571
01098,Chazey-Bons,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,1142,2,571
01099,Chazey-sur-Ain,01150,01,Ain,84,Auvergne-Rhône-Alpes,metro,1632,1,1632
01100,Cheignieu-la-Balme,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,131,1,131
01101,Chevillard,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,149,1,149
01102,Chevroux,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,990,1,990
01103,Chevry,01170,01,Ain,84,Auvergne-Rhône-Alpes,metro,2372,1,2372
01104,Chézery-Forens,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,433,2,216
01104,Chézery-Forens,01410,01,Ain,84,Auvergne-Rhône-Alpes,metro,433,2,216
01105,Civrieux,01390,01,Ain,84,Auvergne-Rhône-Alpes,metro,2016,1,2016
01106,Cize,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,168,1,168
01107,Cleyzieu,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,143,1,143
01108,Coligny,01270,01,Ain,84,Auvergne-Rhône-Alpes,metro,1360,1,1360
01109,Collonges,01550,01,Ain,84,Auvergne-Rhône-Alpes,metro,2398,1,2398
01110,Colomieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,159,1,159
01111,Conand,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,134,1,134
01112,Condamine,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,480,1,480
01113,Condeissiat,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,839,1,839
01114,Confort,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,668,1,668
01115,Confrançon,01310,01,Ain,84,Auvergne-Rhône-Alpes,metro,1356,1,1356
01116,Contrevoz,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,494,1,494
01117,Conzieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,155,1,155
01118,Corbonod,01420,01,Ain,84,Auvergne-Rhône-Alpes,metro,1333,1,1333
01121,Corlier,01110,01,Ain,84,Auvergne-Rhône-Alpes,metro,116,1,116
01123,Cormoranche-sur-Saône,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,1179,1,1179
01124,Cormoz,01560,01,Ain,84,Auvergne-Rhône-Alpes,metro,703,1,703
01125,Corveissiat,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,601,1,601
01127,Courmangoux,01370,01,Ain,84,Auvergne-Rhône-Alpes,metro,522,1,522
01128,Courtes,01560,01,Ain,84,Auvergne-Rhône-Alpes,metro,289,1,289
01129,Crans,01320,01,Ain,84,Auvergne-Rhône-Alpes,metro,326,1,326
01130,Bresse Vallons,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,2388,1,2388
01133,Cressin-Rochefort,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,380,1,380
01134,Crottet,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,1847,2,924
01134,Crottet,01750,01,Ain,84,Auvergne-Rhône-Alpes,metro,1847,2,924
01135,Crozet,01170,01,Ain,84,Auvergne-Rhône-Alpes,metro,2416,1,2416
01136,Cruzilles-lès-Mépillat,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,984,1,984
01138,Culoz-Béon,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,3453,1,3453
01139,Curciat-Dongalon,01560,01,Ain,84,Auvergne-Rhône-Alpes,metro,472,1,472
01140,Curtafond,01310,01,Ain,84,Auvergne-Rhône-Alpes,metro,825,1,825
01141,Cuzieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,424,1,424
01142,Dagneux,01120,01,Ain,84,Auvergne-Rhône-Alpes,metro,4778,1,4778
01143,Divonne-les-Bains,01220,01,Ain,84,Auvergne-Rhône-Alpes,metro,10464,1,10464
01145,Dompierre-sur-Veyle,01240,01,Ain,84,Auvergne-Rhône-Alpes,metro,1245,1,1245
01146,Dompierre-sur-Chalaronne,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,456,1,456
01147,Domsure,01270,01,Ain,84,Auvergne-Rhône-Alpes,metro,554,1,554
01148,Dortan,01590,01,Ain,84,Auvergne-Rhône-Alpes,metro,2074,1,2074
01149,Douvres,01500,01,Ain,84,Auvergne-Rhône-Alpes,metro,1104,1,1104
01150,Drom,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,215,1,215
01151,Druillat,01160,01,Ain,84,Auvergne-Rhône-Alpes,metro,1129,1,1129
01152,Échallon,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,784,1,784
01153,Échenevex,01170,01,Ain,84,Auvergne-Rhône-Alpes,metro,2328,1,2328
01155,Évosges,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,142,1,142
01156,Faramans,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,934,1,934
01157,Fareins,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,2533,1,2533
01158,Farges,01550,01,Ain,84,Auvergne-Rhône-Alpes,metro,1082,1,1082
01159,Feillens,01570,01,Ain,84,Auvergne-Rhône-Alpes,metro,3411,1,3411
01160,Ferney-Voltaire,01210,01,Ain,84,Auvergne-Rhône-Alpes,metro,12094,1,12094
01162,Flaxieu,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,71,1,71
01163,Foissiat,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,2034,1,2034
01165,Francheleins,01090,01,Ain,84,Auvergne-Rhône-Alpes,metro,1597,1,1597
01166,Frans,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,2582,1,2582
01167,Garnerans,01140,01,Ain,84,Auvergne-Rhône-Alpes,metro,711,1,711
01169,Genouilleux,01090,01,Ain,84,Auvergne-Rhône-Alpes,metro,701,1,701
01170,Béard-Géovreissiat,01460,01,Ain,84,Auvergne-Rhône-Alpes,metro,1048,1,1048
01171,Géovreisset,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,852,1,852
01173,Gex,01170,01,Ain,84,Auvergne-Rhône-Alpes,metro,13627,1,13627
01174,Giron,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,174,1,174
01175,Gorrevod,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,815,1,815
01177,Grand-Corent,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,183,1,183
01179,Grièges,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,1910,1,1910
01180,Grilly,01220,01,Ain,84,Auvergne-Rhône-Alpes,metro,889,1,889
01181,Groissiat,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,1205,1,1205
01183,Guéreins,01090,01,Ain,84,Auvergne-Rhône-Alpes,metro,1512,1,1512
01184,Hautecourt-Romanèche,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,748,1,748
01185,Plateau d'Hauteville,01110,01,Ain,84,Auvergne-Rhône-Alpes,metro,4857,1,4857
01187,Haut Valromey,01260,01,Ain,84,Auvergne-Rhône-Alpes,metro,801,1,801
01188,Illiat,01140,01,Ain,84,Auvergne-Rhône-Alpes,metro,702,1,702
01189,Injoux-Génissiat,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,1115,1,1115
01190,Innimond,01680,01,Ain,84,Auvergne-Rhône-Alpes,metro,95,1,95
01191,Izenave,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,162,1,162
01192,Izernore,01580,01,Ain,84,Auvergne-Rhône-Alpes,metro,2299,1,2299
01193,Izieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,225,1,225
01194,Jassans-Riottier,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,6247,1,6247
01195,Jasseron,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,1917,1,1917
01196,Jayat,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,1261,1,1261
01197,Journans,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,387,1,387
01198,Joyeux,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,262,1,262
01199,Jujurieux,01640,01,Ain,84,Auvergne-Rhône-Alpes,metro,2260,1,2260
01200,Labalme,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,204,1,204
01202,Lagnieu,01150,01,Ain,84,Auvergne-Rhône-Alpes,metro,7411,1,7411
01203,Laiz,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,1293,1,1293
01204,Le Poizat-Lalleyriat,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,732,1,732
01206,Lantenay,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,260,1,260
01207,Lapeyrouse,01330,01,Ain,84,Auvergne-Rhône-Alpes,metro,348,1,348
01208,Lavours,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,138,1,138
01209,Léaz,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,912,1,912
01210,Lélex,01410,01,Ain,84,Auvergne-Rhône-Alpes,metro,241,1,241
01211,Lent,01240,01,Ain,84,Auvergne-Rhône-Alpes,metro,1512,1,1512
01212,Lescheroux,01560,01,Ain,84,Auvergne-Rhône-Alpes,metro,726,1,726
01213,Leyment,01150,01,Ain,84,Auvergne-Rhône-Alpes,metro,1441,1,1441
01214,Leyssard,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,164,1,164
01215,Surjoux-Lhopital,01420,01,Ain,84,Auvergne-Rhône-Alpes,metro,138,1,138
01216,Lhuis,01680,01,Ain,84,Auvergne-Rhône-Alpes,metro,886,1,886
01219,Lompnas,01680,01,Ain,84,Auvergne-Rhône-Alpes,metro,171,1,171
01224,Loyettes,01360,01,Ain,84,Auvergne-Rhône-Alpes,metro,3554,1,3554
01225,Lurcy,01090,01,Ain,84,Auvergne-Rhône-Alpes,metro,406,1,406
01227,Magnieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,651,1,651
01228,Maillat,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,669,1,669
01229,Malafretaz,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,1257,1,1257
01230,Mantenay-Montlin,01560,01,Ain,84,Auvergne-Rhône-Alpes,metro,331,1,331
01231,Manziat,01570,01,Ain,84,Auvergne-Rhône-Alpes,metro,2018,1,2018
01232,Marboz,01851,01,Ain,84,Auvergne-Rhône-Alpes,metro,2264,1,2264
01233,Marchamp,01680,01,Ain,84,Auvergne-Rhône-Alpes,metro,137,1,137
01234,Marignieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,162,1,162
01235,Marlieux,01240,01,Ain,84,Auvergne-Rhône-Alpes,metro,1185,1,1185
01236,Marsonnas,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,1039,1,1039
01237,Martignat,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,1664,1,1664
01238,Massieux,01600,01,Ain,84,Auvergne-Rhône-Alpes,metro,2843,1,2843
01239,Massignieu-de-Rives,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,650,1,650
01240,Matafelon-Granges,01580,01,Ain,84,Auvergne-Rhône-Alpes,metro,623,1,623
01241,Meillonnas,01370,01,Ain,84,Auvergne-Rhône-Alpes,metro,1426,1,1426
01242,Mérignat,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,129,1,129
01243,Messimy-sur-Saône,01480,01,Ain,84,Auvergne-Rhône-Alpes,metro,1338,1,1338
01244,Meximieux,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,8247,1,8247
01245,Bohas-Meyriat-Rignat,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,938,1,938
01246,Mézériat,01660,01,Ain,84,Auvergne-Rhône-Alpes,metro,2172,1,2172
01247,Mijoux,01170,01,Ain,84,Auvergne-Rhône-Alpes,metro,299,2,150
01247,Mijoux,01410,01,Ain,84,Auvergne-Rhône-Alpes,metro,299,2,150
01248,Mionnay,01390,01,Ain,84,Auvergne-Rhône-Alpes,metro,2294,1,2294
01249,Miribel,01700,01,Ain,84,Auvergne-Rhône-Alpes,metro,10395,1,10395
01250,Misérieux,01600,01,Ain,84,Auvergne-Rhône-Alpes,metro,2008,1,2008
01252,Mogneneins,01140,01,Ain,84,Auvergne-Rhône-Alpes,metro,841,1,841
01254,Montagnat,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,2186,1,2186
01255,Montagnieu,01470,01,Ain,84,Auvergne-Rhône-Alpes,metro,668,1,668
01257,Montanges,01200,01,Ain,84,Auvergne-Rhône-Alpes,metro,369,1,369
01258,Montceaux,01090,01,Ain,84,Auvergne-Rhône-Alpes,metro,1196,1,1196
01259,Montcet,01310,01,Ain,84,Auvergne-Rhône-Alpes,metro,709,1,709
01260,Le Montellier,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,336,1,336
01261,Monthieux,01390,01,Ain,84,Auvergne-Rhône-Alpes,metro,664,1,664
01262,Montluel,01120,01,Ain,84,Auvergne-Rhône-Alpes,metro,6895,1,6895
01263,Montmerle-sur-Saône,01090,01,Ain,84,Auvergne-Rhône-Alpes,metro,3799,1,3799
01264,Montracol,01310,01,Ain,84,Auvergne-Rhône-Alpes,metro,1018,1,1018
01265,Montréal-la-Cluse,01460,01,Ain,84,Auvergne-Rhône-Alpes,metro,3568,1,3568
01266,Montrevel-en-Bresse,01340,01,Ain,84,Auvergne-Rhône-Alpes,metro,2743,1,2743
01267,Nurieux-Volognat,01460,01,Ain,84,Auvergne-Rhône-Alpes,metro,965,1,965
01268,Murs-et-Gélignieux,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,239,1,239
01269,Nantua,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,3416,2,1708
01269,Nantua,01460,01,Ain,84,Auvergne-Rhône-Alpes,metro,3416,2,1708
01272,Neuville-les-Dames,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,1565,1,1565
01273,Neuville-sur-Ain,01160,01,Ain,84,Auvergne-Rhône-Alpes,metro,1794,1,1794
01274,Les Neyrolles,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,628,1,628
01275,Neyron,01700,01,Ain,84,Auvergne-Rhône-Alpes,metro,2421,1,2421
01276,Niévroz,01120,01,Ain,84,Auvergne-Rhône-Alpes,metro,1662,1,1662
01277,Nivollet-Montgriffon,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,122,1,122
01279,Oncieu,01230,01,Ain,84,Auvergne-Rhône-Alpes,metro,72,1,72
01280,Ordonnaz,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,151,1,151
01281,Ornex,01210,01,Ain,84,Auvergne-Rhône-Alpes,metro,5082,1,5082
01282,Outriaz,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,263,1,263
01283,Oyonnax,01100,01,Ain,84,Auvergne-Rhône-Alpes,metro,22480,1,22480
01284,Ozan,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,732,1,732
01285,Parcieux,01600,01,Ain,84,Auvergne-Rhône-Alpes,metro,1315,1,1315
01286,Parves et Nattages,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,962,1,962
01288,Péron,01630,01,Ain,84,Auvergne-Rhône-Alpes,metro,2916,1,2916
01289,Péronnas,01960,01,Ain,84,Auvergne-Rhône-Alpes,metro,6444,1,6444
01290,Pérouges,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,1387,1,1387
01291,Perrex,01540,01,Ain,84,Auvergne-Rhône-Alpes,metro,869,1,869
01293,Peyriat,01430,01,Ain,84,Auvergne-Rhône-Alpes,metro,153,1,153
01294,Peyrieu,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,940,1,940
01295,Peyzieux-sur-Saône,01140,01,Ain,84,Auvergne-Rhône-Alpes,metro,654,1,654
01296,Pirajoux,01270,01,Ain,84,Auvergne-Rhône-Alpes,metro,397,1,397
01297,Pizay,01120,01,Ain,84,Auvergne-Rhône-Alpes,metro,937,1,937
01298,Plagne,01130,01,Ain,84,Auvergne-Rhône-Alpes,metro,159,1,159
01299,Le Plantay,01330,01,Ain,84,Auvergne-Rhône-Alpes,metro,559,1,559
01301,Polliat,01310,01,Ain,84,Auvergne-Rhône-Alpes,metro,2741,1,2741
01302,Pollieu,01350,01,Ain,84,Auvergne-Rhône-Alpes,metro,167,1,167
01303,Poncin,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,1803,1,1803
01304,Pont-d'Ain,01160,01,Ain,84,Auvergne-Rhône-Alpes,metro,2843,1,2843
01305,Pont-de-Vaux,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,2204,1,2204
01306,Pont-de-Veyle,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,1594,1,1594
01307,Port,01460,01,Ain,84,Auvergne-Rhône-Alpes,metro,832,1,832
01308,Pougny,01550,01,Ain,84,Auvergne-Rhône-Alpes,metro,871,1,871
01309,Pouillat,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,77,1,77
01310,Prémeyzel,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,244,1,244
01311,Prémillieu,01110,01,Ain,84,Auvergne-Rhône-Alpes,metro,49,1,49
01313,Prévessin-Moëns,01280,01,Ain,84,Auvergne-Rhône-Alpes,metro,9153,1,9153
01314,Priay,01160,01,Ain,84,Auvergne-Rhône-Alpes,metro,1842,1,1842
01317,Ramasse,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,336,1,336
01318,Rancé,01390,01,Ain,84,Auvergne-Rhône-Alpes,metro,775,1,775
01319,Relevant,01990,01,Ain,84,Auvergne-Rhône-Alpes,metro,465,1,465
01320,Replonges,01750,01,Ain,84,Auvergne-Rhône-Alpes,metro,3956,1,3956
01321,Revonnas,01250,01,Ain,84,Auvergne-Rhône-Alpes,metro,915,1,915
01322,Reyrieux,01600,01,Ain,84,Auvergne-Rhône-Alpes,metro,5358,1,5358
01323,Reyssouze,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,996,1,996
01325,Rignieux-le-Franc,01800,01,Ain,84,Auvergne-Rhône-Alpes,metro,1180,1,1180
01328,Romans,01400,01,Ain,84,Auvergne-Rhône-Alpes,metro,640,1,640
01329,Rossillon,01510,01,Ain,84,Auvergne-Rhône-Alpes,metro,166,1,166
01331,Saint-Alban,01450,01,Ain,84,Auvergne-Rhône-Alpes,metro,195,1,195
01332,Saint-André-de-Bâgé,01380,01,Ain,84,Auvergne-Rhône-Alpes,metro,841,1,841
01333,Saint-André-de-Corcy,01390,01,Ain,84,Auvergne-Rhône-Alpes,metro,3370,1,3370
01334,Saint-André-d'Huiriat,01290,01,Ain,84,Auvergne-Rhône-Alpes,metro,667,1,667
01335,Saint-André-le-Bouchoux,01240,01,Ain,84,Auvergne-Rhône-Alpes,metro,409,1,409
01336,Saint-André-sur-Vieux-Jonc,01960,01,Ain,84,Auvergne-Rhône-Alpes,metro,1229,1,1229
01337,Saint-Bénigne,01190,01,Ain,84,Auvergne-Rhône-Alpes,metro,1359,1,1359
01338,Groslée-Saint-Benoit,01300,01,Ain,84,Auvergne-Rhône-Alpes,metro,1227,1,1227
01339,Saint-Bernard,01600,01,Ain,84,Auvergne-Rhône-Alpes,metro,1590,1,1590
01342,Sainte-Croix,01120,01,Ain,84,Auvergne-Rhône-Alpes,metro,544,1,544
01343,Saint-Cyr-sur-Menthon,01380,01,Ain,84,Auvergne-Rhône-Alpes,metro,1890,1,1890
